true,pred,prob_pos,text_snippet
1,0,0.4158416965747734,"did you ever wonder if dennis rodman was actually from this planet ?  or if sylvester stallone was some kind of weird extra-terrestrial ?  i used to think that about my 7th grade english teacher , ms . carey .  but after seeing this movie , they may have confirmed my suspicions .  as the story goes , at any time , there are over a thousand aliens living among us here on earth .  the men in black ( mib ) are the watchdogs that oversee the cosmic citizens , guardians of our beloved planet from nas"
0,1,0.7024317327797567,"i have never seen a man so in love with himself than george lucas .  with the overt success of the three original star wars films , lucas has become , not necessarily a filmmaker , but the head cheeze at a huge toy company , with the phantom menace the new product on the shelve .  only this toy was made for $115 million , but every kid wants it , and , like all other expensive toys , falls apart within an hour after playing with it .  the product in question , star wars episode 1 : the phantom m"
0,1,0.7489027128024167,"a movie laced with a good blend of action , comedy , and a heavy dose of musical celebrity guest appearances sounds pretty gourmet , but even the best ingredients can be thrown together in the wrong way , creating a dismal and unsatisfactory product .  eighteen years after the blues brothers hit theaters , blues brothers 2000 is being unleashed , minus half of its original duo ( the late john belushi ) and nearly all of its original charm .  dan aykroyd reprises his role ( as well as his co-writ"
1,0,0.3635905258907146,"usually when a blockbuster comes out , it's loaded with effects , stars , bad scripts , and plenty of action .  mystery men may contain an all-star cast , and efects , but the clever script and characters are what really works , which is rare to see this year .  the film is based upon the comic book series "" the flaming carrot "" by bob burden , in which 3 wanna be super heroes try and fight crime , only to be out done by the real hero of champion city , captain amazing ( greg kinnear ) .  things"
1,0,0.2790978757357659,"plot : a bunch of bad guys dressed up as elvis impersonators rob a vegas casino during a presley convention .  the boys eventually get together to split the money , but as plans change , double-crosses occur , dealing and wheeling goes down and the crew set up for the road .  who's on the up and up , who's the real bad guy and who's gonna get to bang courteney cox are just a few of the questions which will be answered by the rest of this movie .  critique : the funnest movie that i've seen so fa"
0,1,0.5844977450576154,"one of these days , i'll make good on my promise never to rent another abel ferrara movie .  king of new york and body snatchers notwithstanding ( and bad lieutenant is only fit for a single , emotive viewing ) , his exploitation flicks have fallen into a rut of hoary art-house trappings .  it's a perfume-drenched , coke-addled visit to the seedy pornography shop , where beautiful models ( no , hookers -- no , courtesans ) usher you through the silk curtains .  ferrara's only consistently smart "
0,1,0.6851335217526188,"as a hot-shot defense attorney , kevin lomax ( keanu reeves ) has a special talent for picking juries that will ultimately acquit his clients .  he is also an excellent judge of character , knowing just which strings to pull to sway the jury while breaking down a potentially damaging witness's testimony .  and , on top of that , he's a damn good trial lawyer .  in the opening scene , it is obvious that the defendant that he represents is guilty , but it doesn't hamper lomax's desire to creativel"
1,0,0.1715994663010276,"notting hill's trailer is awful : a laughless , schmaltzy montage .  the movie was desperately marketed to the anti-phantom menace crowd , the same lovelorn females who ignored the love letter .  and it apparently worked .  perhaps the presence of julia roberts-whose allure beyond those perfect teeth still escapes me-had a lot to do with notting hill's opening weekend success , but the film's staying power is based on word of mouth .  allow me to spread some more good buzz for notting hill .  gr"
1,0,0.4174289516709742,"john cusack is the kind of actor who seems to effortlessly slide into his respective film roles .  so effortlessly that people tend to forget he's there , much in the way people rarely recall many of the great character actors ( anyone who can put the name james rebhorn with that actor's face is invited to treat themselves to a product from one of my sponsors ) .  example : the other day my mother asked me ( the expert , of course ) if there were any movies out worth seeing , never mind that our"
0,1,0.8507046449170114,"various films seen at the seattle film festival :  it's all true/three men on a raft ( u . s . a . , 1942/1986 ) director : orson welles  a recently uncovered one-fourth of orson welle's planned "" docu-drama "" of amazing stories around the world named it's all true , this short dealt with welle's attempts to document the actions of several brazilian fisherman in 1942 who had become folk heroes for their fantastic voyage to rio on a raft .  while several clips of the film are seen , the short ten"
1,0,0.32902289822057695,"if he doesn=92t watch out , mel gibson is in danger of being known as someone other than mad max .  of course there are still a few big guns in this film , but there=92s some accomplished acting too .  although gibson continues to shed his rough and gritty anti-hero skin as his career progresses , here he explores a new genre : the businessman as action hero .  in ron howard=92s latest film , gibson plays tom mullen , a gazillionaire airline owner whose son is snatched from the junior science fa"
1,0,0.419660326568245,"elizabeth is a potent historical drama set in england in the mid-1500s .  it is a time when stately royal ceremonies are as commonplace as public burnings .  internally , the catholics wage war against the protestants .  meanwhile , spain , scotland and france strategize their next moves in the struggle for power .  little does england know that a young woman named elizabeth ( cate blanchett ) will be their greatest hope for survival .  the film charts elizabeth's tumultuous struggle to gain tru"
0,1,0.5498468304943029,"the "" disney stick-to-what-you-do-best "" rule states that disney's animated features will invariably be sublime but whenever they try their hand at live-action kids' entertainment , they will fail miserably .  this goes double for occasions when they try to make a live-action adaptation of a popular cartoon ( remember the 1996 version of 101 dalmations ?  i'm still trying to forget ) .  that rule proves more dependable than ever with inspector gadget , an insulting , despicable and , worst of al"
0,1,0.6178687370565646,"the happy bastard's quick movie review  the concept of enjoying a stupid comedy is best realized as keeping it stupid , really .  shift gears even once and the audience can be thrown miserably out of control .  sadly , that is the case with kingpin , a film directed by the farrelly brothers , the duo that brought us there's something about mary and dumb and dumber .  since the duo directed and didn't write the script , i can assume that's part of the problem .  the story seems good enough : a pr"
0,1,0.524006650765288,"i'm currently accepting all future names for drew barrymore characters .  in _the wedding singer_ , she was julia gulia .  in _never been kissed_ , she's josie grossie .  future db character names include : janet granite , janey grainy , and for that nc-17 project in the works , jo-jo . . .  aw forget it .  i'll stick to my day job .  this is a teen movie , all right , except the main characters aren't teens .  drew barrymore is a copy editor at the chicago sun times who gets her big break as a "
0,1,0.7730365730892655,"this is not a simple plan about finding a plane load of money and getting away with the cash .  this is more about a parable of greed , and how money can become the bane of your life .  yes , there are elements of ? fargo' here ( the snow and cold ) , although not as vivid in the blood and gore department .  it shows how greed can set of a chain of events leading to death and the destruction of lives .  and how at the end of the day , the things that matter most are love , truth and honesty .  a"
1,0,0.11786229678304021,"harmless , silly and fun comedy about dim-witted wrestling fans gordie and sean ( david arquette and scott caan ) who idolize current world championship wrestling heavyweight champion jimmy king ( oliver platt ) .  when king is screwed out of his title by a corrupt promoter ( joe pantoliano ) , gordie and sean take it upon themselves to find their fallen hero and restore his glory .  my biggest fear about ready to rumble was dispatched early on , as the filmmakers are quick to show that wresting"
0,1,0.5497755779084982,"cashing in on the success of white men can't jump and the failure of most of their solo vehicles ( including the cowboy way and drop zone ) , wesley snipes and woody harrelson have reteamed , hoping that they can strike up the same success .  sadly , if this dismal , cliche ridden and mind-numbingly boring action pic is anything to go by , they haven't got a chance in hell of even coming close .  this time out , the duo play foster brothers who are transit cops .  following several run-ins with "
0,1,0.5373314036476318,"boy , what a great movie ! !  keanu reeves and morgan freeman acting together , the director of the fugitive ( andrew davis ) back again to give us another thriller , and the beautiful rachel stealing beauty weisz thrown in to boot .  how could this not be a blockbuster ?  all die-hard keanu reeves fans , read on .  ol "" much ado about nothing "" plays eddie kasalivich , a machinist studying at the university of chicago .  to help pay for the rent , he takes on this job making the machinery for a"
0,1,0.7602334749055962,"based on the novel set in 1914 by joseph conrad , victory spins a tale of a pair of lovers , heyst ( william dafoe ) and alma ( irene jacob ) , who seek refuge on heyst's isolated island .  however , their idyllic world begins to crumble upon the arrival of mr jones ( sam neil ) , martin ricardo ( rufus sewell ) and their servant , pedro ( graziano marcelli ) , who have come to steal heyst's rumoured plunder .  while the novel is largely complex in characterization , the film sadly transposes co"
1,0,0.4674117782314376," "" he's back , and it's about time . ""  was the motto for this television series pilot ( i call it a pilot , i don't care what fox network says ) revival of the cult classic british tv show , doctor who , that spawned no series , which means there are no smart network execs out there ( not exactly news to a lot of people , i know ) .  the motto was well chosen .  the series was simple , it was about this time lord scientist called the doctor with thirteen lives who traveled around in a type fort"
1,0,0.4814647788759134,"not since oliver stone's natural born killers has there been a movie this incendiary , and not since david cronenberg has a so-called mainstream director been this willing to repeatedly tiptoe the fine line between pointed social commentary and outright social irresponsibility .  while fincher's films have never suffered from a lack of shock value ( his major character killings in both alien 3 and seven are fine examples ) , fight club marks the distillation of his pitch-black comedic sensibilit"
1,0,0.4927081683060195,"note : some may consider portions of the following text to be spoilers .  be forewarned .  east meets west in mulan , the latest installment in disney's parade of annual animated feature films .  an odd fusion of ancient asian traditions and disconcerting elements which betray obvious mass-market commercial sensibilities , this confident entry is easily the most engaging and satisfying hollywood animated feature in years , but falls short of actualizing its potential .  though not for lack of tr"
0,1,0.8056866001715572," "" the world on land -- it's just too big for me . ""  starring tim roth , pruitt taylor vince , bill nunn , clarence williams iii .  rated r .  the legend of 1900s is the year's most absurd movie , a rambling , nonsensical piece of seafaring garbage that goes nowhere fast .  it stars thespian extraordinaire tim roth , looking wistful as ever , as a guy named . . .  1900 .  you heard right .  his name is , in all actuality , 1900 .  he was born on an ocean liner on 1/1/1900 ( uh , hence the name "
0,1,0.5772612796147701,"my giant begins with a monologue that's more funny than not and a distinctive `princess bride , ' medieval fairy-tale-in-the- ? 90s feel .  i was pleasantly surprised how sharp the comedy was , with very funny scenes occurring on a movie set in romania where talent agent sammy ( billy crystal ) is visiting a client and in the monastery where sammy ends up after being mysteriously saved when he accidentally plunges his car into a stream .  and when sammy meets max , his giant , mysterious savior "
0,1,0.7904155223257872,"five years after his directorial debut based on stephen king's writings called the shawshank redemption ( 9/10 ) , writer/director frank darabont returns to the big screen with another prison film based on the famous scribblings of stephen king .  unlike the latter film , this one is a big , long , laborious bore .  plot : a seven-foot death row inmate is discovered to have secret healing powers .  critique : this film is slow , drawn-out , boring , uninteresting , unexciting , predictable and t"
0,1,0.7046117804185078,"in our time .  in our modern world , where the cool rule , it's hard to imagine that shakespeare is becoming 'the man' .  and yet - film after film , after film , is based on his everlasting magic .  in warner brothers' latest production , shakespeare is kicking ass to a rap beat , while his magic and intelligence slowly fades away .  though the producers of the matrix have vaguely based their picture on william shakespeare's 'romeo and juliet' , its title sequence with a frightening rap song an"
0,1,0.680611433136588,"darren ( jason biggs ) , wayne ( steve zahn ) , and j . d . ( jack black ) have been best friends since the fifth grade .  like the three musketeers , they've been together through thick and thin .  but , when darren meets an attractive , but cold-blooded and manipulative , psychiatrist , judith ( amanda peet ) , the long time friendship is placed in danger .  it's up to wayne and j . d . to rescue their best friend in "" saving silverman . ""   "" silverman "" has its heart in the right place , but"
0,1,0.5078374215307587,"michael robbins' hardball is quite the cinematic achievement .  in about two hours , we get a glancing examination of ghetto life , a funeral with a heartfelt eulogy , speeches about never giving up , a cache of cute kids ( including a fat one with asthma ) , a hard-luck gambler who finds salvation in a good woman and a climactic "" big game , "" where the underdogs prove to have a bigger bite than anyone ever imagined .  all that's needed is a guy getting hit in the nuts and a food fight to have "
1,0,0.41303261019712106,"_in brief : _ this film needs no introduction .  if you haven't heard of it , then you must have been up in space on a sabbatical , and if you haven't seen it -- well , i suspect you're in a small minority !  first thing's first ? is it all it's hyped up to be ?  well , yes ? and no .  it's a good film , and there's a lot to like about it , but it's not without its problems .  when i saw the first trailer for "" titanic "" , it was when i went to see "" bean "" last summer , i think , my intial reac"
0,1,0.5587250536780785,"the tagline on random hearts reads "" in a perfect world , they never would have met . ""  in a perfect world , i never would have seen this movie .  the biggest flaw is that 20 minutes into this film , kay chandler ( kristin scott thomas ) and dutch van den broeck ( harrison ford ) are the only two major characters alive ; resulting in little doubt that they will end up together at some point during the laborious two-hours-and-then-some production .  dutch is a sergeant in internal affairs at the"
1,0,0.3728140707821446,"no filmmaker deconstructs a story as well as atom egoyan .  i'm referring , specifically , to the narrative form .  in the sweet hereafter , egoyan tells his story in a similar framework to his exotica or the adjuster .  said story , of a fatal school bus accident in the small town of sam dent , british columbia , that shatters the morale of the locals , is told in a most unstraightforward manner .  when the film opens , the accident has already happened , and stephens ( the wonderful holm ) , a"
0,1,0.7309714545418063,"you should have heard the old guys in the crowded bathroom following the "" odd couple ii "" sneak preview .  they were as happy a group of men as i've ever encountered .   "" what a great movie , "" exclaimed one gent at the urinal , "" everything was so true ! ""   "" yeah , "" laughed a man standing next to him , "" i drive as slow as that one guy did .  my kids give me holy hell for it ! ""   "" and peeing is a big part of my day , just like with felix , "" chuckled another fellow , as he fastened his t"
1,0,0.4744540211591225,"bowfinger is a good movie about the making of a very bad one .  the screenplay , written by co-star steve martin , skewers everything in hollywood from cheesy science-fiction movies to chop-socky fight sequences , and all in a crafty and accomplished manner .  anyone who knows of , or has had any association with movie-making should thoroughly enjoy this clever comedy for it's entire duration .  the central premise behind the film is an inspired and promising one .  bobby bowfinger ( martin ) , "
0,1,0.538930649808924,"i went to blair witch project 2 : book of shadows with the highest of hopes .  the original film , released last summer , was genuinely scary and terrifying ; i hoped that this movie would live up to its predecessor .  unfortunately , my hopes were soon dashed .  as the movie opens , the audience is shown pseudo-documentary clips of burkittsville , maryland residents being interviewed about the sudden tourist influx to their town as a result of the original blair witch project movie .  it's a mo"
0,1,0.5459893664898267,"sometimes , when i decide to write a short story or a poem , i think of a title first , and then think of a subject to go with it .  it seems that the makers of disturbing behavior had a similar train of thought when it came to the title sequence .  i wouldn't be surprised if a couple of guys got together and created the opening credits , and then someone saw it and made up a story to go along with it .  the title sequence is so good , so ominous and original , that it had me engrossed before th"
1,0,0.41682231456266716,"synopsis : in this cultural exploration , a chinese american computer engineer named fang ( peter wang ) decides to take a month-long vacation to visit his sister mrs . chao ( shen guanglan ) , her husband mr . chao ( hy xiaoguang ) , and their teenage daughter lili ( li qinqin ) in beijing after 30 years of separation .  fang brings his asian american wife grace ( sharon iwai ) and his college-aged son paul ( kelvin han yee ) along , both of whom don't speak chinese .  the encounter between the"
1,0,0.22498522214253514,"i was anxious to see this for a long time .  a friend of mine recommended this to me because he has a crush on neve campbell , and he wanted to prove that she's as hot as he thinks he is .  he proved it for me all right , but the reasons i enjoy this film go way beyond that .  scream treads on familar ground , horror movie with , as star neve campbell puts it , "" some stupid killer stalking some big breasted girl who can't act who's always running up the stairs when she should be running out the"
1,0,0.31181295853027213,"niagara niagara ( r ) bob gosse's niagara niagara follows a blueprint not unlike a lot of young-lovers-on-the-road movies .  wild marcy ( robin tunney ) and calm seth ( henry thomas ) meet cute , literally running into each other while shoplifting at a local store .  a mere couple of scenes later , the two embark on a journey to toronto from their small , unnamed american town in pursuit of a rare doll that marcy desperately wants .  along the way , true love inevitably blossoms .  what sets nia"
1,0,0.4423927936012967,"a frequent error is the categorization of a terrorist as a soldier or a common criminal .  a soldier commits acts of violence sanctioned by one nation-state against another .  a common criminal commits acts of violence for personal gain .  a terrorist employs random violence as a means to a political end .  if the target nation does not affect the desired change in policy , the violence continues .  it is the fear resulting from the fact that the terrorist may strike at anyone ( even total innoc"
1,0,0.21890253273869625,"wong kar-wei's "" fallen angels "" is , on a purely visceral level , one of the most exciting films i've seen in a long while .  unfortunately , wong seems more interested in experimenting with his camera than creating tangible characters for the audience to root for .  ordinarily , that alone would be enough to sink a movie , but in the case of "" fallen angels "" , this is not so .  every shot in this film is exciting just to * look * at .  wong does really interesting things with the camera , but"
1,0,0.4969242189275356,"if you've ever perused my college comedy diary "" another year in the life of a nerd "" ( i never run out of cheap plugs ) , you know i didn't get along with my first-semester roommate too well .  in fact , during the three-week period between thanksgiving and christmas break , i said a total of four sentences to him .  so when i saw in the residence hall cable listings a movie called roommates , i envisioned 90 minutes of conflict between a couple of bickering young adults trapped in a 10 x 13 fo"
1,0,0.376385931146747,"denzel washington is among the many actors this holiday season to give very impressive milestone performances .  this perhaps may be washington's very best to date .  he joins matt damon and jim carrey in having the talent , this season , to become his character , copying mannerisms and personal styles perfectly .  his very believable performance makes the long and uninteresting "" the hurricane "" a much better film than it actually is .  when his rubin "" hurricane "" carter feels pain and is torm"
1,0,0.2768110241692977,"the happy bastard's quick movie review  analyze this  how does one do a comedy focused on the mob ?  well , a few years ago , there was a sly little comedy called the freshman , which had marlon brando doing a romp of a send-up of his famous don corleone character and , recently , the utterly stupid ( in a bad way ) movie mafia !  failed to really get the joke .  this time around , however , warner bros . may have gotten it right with analyze this , a movie that hits its targets more than it mis"
0,1,0.6149916771936645,"instinct is the kind of movie that inexperienced moviegoers will undoubtedly label as "" powerful "" or "" touching "" .  i have a name for it myself : "" gross "" .  this is the sort of film where somebody stands up to a bully , the bully looks at the "" rebel "" threateningly , about to hurt him , and then everyone else whom the bully has heretofore controlled stands up too .  how that scene is still present in so many movies today appalls me : aren't present day moviegoers beyond being "" inspired "" b"
0,1,0.5085486832932062,"old soldiers never die , they just turn into cliches  soldier a film review by michael redman copyright 1998 by michael redman  the warrior and the lover are two personality aspects that find it difficult to exist in the same body .  jungian archetypes , these two opposites need each other to create a whole , but it's difficult to integrate both .  often we'll encounter lovers who think everything is just wonderful and , with the help of jung's magician , sit around imagining grand schemes .  wi"
0,1,0.6590655835787113,"play it to the bone is a punch-drunk mess of a movie .  containing a good cast but awful acting ; an interesting premise but terrible execution , ron shelton ( white men can't jump ) gives us a rocky story with not one rocky but two .  rocky no . 1 is vince boudreau ( woody harrelson , edtv ) , a bald , tattooed , newly converted christian , whose idea of christianity is not using the name of christ as a curse word . . .  something that he has not yet successfully achieved .  rocky no . 2 is cae"
1,0,0.29946219790484585,"when a someone journeys to the theater to see a comedy , he always risks having to sit through inanity such as what we recently saw in films like edtv and office space .  it really is too bad that comedies are so hit- and-miss , because when a moviegoer goes in a theater expecting to be amused , it really is a shame when the alleged comedy fails to deliver .  but weep not , dear readers , because the latest comedy out of the hollywood movie mill is nothing less than a sure bet .  austin powers :"
1,0,0.2362166282929521,"the party is one of those classic slapstick comedies that will leave you , at times , cracking up .  the film takes place , for the most part , in real-time during an exclusive evening party that is attended only by the biggest names in hollywood .  hrundi v . bakshi , played very well by peter sellers , is a struggling actor who just came to america from his homeland , india .  hrundi tries out his acting talents , but it seems that he just isn't cut out for the job .  on the set of his current"
1,0,0.28982513592284775,"with a team of 200 graphic artists and animators working on this first film production from game developer squaresoft's square pictures , final fantasy , inspired by the top-selling game franchise , is visually awe-inspiring and groundbreaking .  no doubt , you have never seen anything like this film , and the hyperbolic fanfare surrounding its release is absolutely deserved .  but why does such a tremendous feat of eye candy have to be weighted down with a problematic story , wooden dialogue an"
1,0,0.37756202452034887,"there's good news and bad news about mulan .  the positive is that disney has found a happy medium between the heavy-handedness of pocahontas and the hunchback of notre dame and the childishness of hercules .  on the other hand , the studio is pulling out all the stops on plot cliches and cheap laughs , several steps down from the days of the little mermaid and beauty and the beast .  but mulan is a step in the right direction and disney's best animated feature since the lion king .  after givin"
1,0,0.4369321397059524," "" i'd rather die today and go to heaven than live to be a hundred and go to hell , "" earnestly proclaims the pentecostal preacher .  with that line coming from a fundamentalist christian minister , hollywood has taught us how we should fill in the rest of the story .  he will be turn out to be a scoundrel who has less actual belief in god than the average american , and all of his preaching will turn out to be a cynical ruse to extort money from his naive congregation .  from elmer gantry on , "
1,0,0.30858094395338365,"charlie sheen stars as zane , a radio astronomer who listens for sounds from other lifeforms .  when he finally gets one , his boss destroys the tape and fires him .  naturally , zane is not ready to give up , and he comes up with an ingenious way to do this himself .  he is aided by a young neighborhood kid and they discover that the sound is coming from mexico .  so zane goes down there to investigate , and runs into a lady studying why the temperature of the earth has dangerously risen so sud"
0,1,0.609715030341098,"the ads for "" batman and robin "" scream "" the event of the summer is here "" and that's the problem .  the producers were apparently so intent on creating a spectacle that they forgot to put an actual movie inside of it .   "" batman and robin "" is 126 minutes of lavish sets , flashy costumes and big , confusing fight scenes with barely a hint of substance .  it's like one of those cheesy kings island stage shows ; bright , busy and visually diverting , but not very much fun .  it wasn't always th"
0,1,0.5417243399218752,"synopsis : original "" jurassic park "" survivor alan grant ( neill ) is tricked by paul and amanda kirby ( macy and leoni ) into leading an expedition to an island overrun by dinosaur , to rescue their stranded son .  grant's team is picked off one by one as they encounter dinosaurs both new and familiar , and grant grows to realise that some breeds are more intelligent than he previously thought .  review : there is one reason why "" jurassic park iii "" is better than its immediate predecessor , "
1,0,0.4244702733924805,"you've heard all the hype .  you've seen all their faces - natalie portman ( the professional ) as queen amidala , liam neeson ( schindler's list ) as qui-gon jinn , ewan mcgregor ( trainspotting ) as obi-wan kenobi , and jake lloyd ( jingle all the way ) as young anakin skywalker .  if you've read any reviews , you've also probably heard that this movie fails to live up to the magic and humanity of the first trilogy .  you also may have heard that this one's too kiddie-friendly , and doesn't ha"
0,1,0.5591282417011213,"with his successful books and movies , michael crichton is doing well .  with early successes with westworld ( 1973 ) and coma ( 1978 ) , and recent films such as jurassic park ( 1993 ) , his films have been entertaining .  however , he seems to taken a wrong turn somewhere with sphere .  this $100 million mess by good director barry levison ( disclosure ) is dull , long winded , and a huge disappointment .  considering the huge budget , the all star cast , and a story by crichton , sphere is ma"
1,0,0.3666753806851834," "" six days , seven nights "" is a summer movie that gets the summer movie experience deliciously right , a commendable achievement considering the season thus far has been littered with some pretty uneven fare .  here's a genuinely fun fluff piece that knows it's fluff , recognizes it's fluff and is admittedly proud to be fluff .  of course , the casting of harrison ford in the broadly comedic lead role plays a sizeable part in the movie's success ; ford is such a concentrated dramatic actor tha"
0,1,0.5158288018161302,"i wonder if budget is at all a criterion for whether or not a movie can be considered an exploitation flick .  take the professional , for example .  it boasts extremely glossy cinematography , a couple of recognizable name actors , and a couple of fairly impressive explosions .  it's also basically about violence and cheap titilation , and features a central relationship between a middle-aged man and a twelve-year-old girl with a decidedly ambiguous sexual dimension .  the professional is all o"
1,0,0.388455649854806,"i'm not really sure what to think about "" crash . ""  on the surface , it's a cold , boring , unerotic porn with name starts , a name director , and some cool camerawork .  i mean , it left me completely bored , unsatisfied , and generally kinda weirded out .  but then again , not every film's supposed to leave you entertained .   "" crash "" is structured to play like a porn flick , but with significantly more plot and dialogue .  while we see several extremely taboo scenes of weirdo sex , we also"
1,0,0.4503792714100966,"any movie about the underground music scene is a difficult beast to master .  any meaning found in the underground is usually lost by the dumbing-down of the experience to make it "" more accessible "" to the general public .  or the film is produced and directed by people that have about enough understanding of the subject matter that they ought to work as production assistants for vh1 .  human traffic , a new film exploring the british underground party/rave scene and the people immersed in the "
0,1,0.5893504817826494,"there's a good , and timely , story trapped deep within the excess of murder in the first , a new movie about the abuses of our prison system .  with a country wrapped up in feverish debate over the crime issue and the rights of the accused and the incarcerated in jeopardy , this expose would offer something rare to recent american movies--a point of view .  but director marc rocco makes it clear from the beginning that pretentious , often nauseating , camera movements and slick , mtv- style lig"
1,0,0.4779848393058884,"it has been 20 years since a terrence malick film hit theaters .  his new film , the thin red line , is a strange , beautiful , enigmatic mess of a movie .  the first thing that jumps out to one when they see the advertisements for this film is the huge cast .  it is filled with above-the-title stars .  the cast , for the most part , gives great performances .  john travolta , whose role is nothing more than a cameo , seems not to have attacked his performance with that much verve .  george cloo"
0,1,0.7857551025474754,"i'm going to start this review off with a hypothetical question .  let's say you've just been in a car accident , and the driver of the other vehicle is unconscious .  your friends have left to go get help , and you're waiting to see if the victim wakes up .  a tow-truck comes along , and the driver hops out of the truck to see what's going on .  he then proceeds to kill the unconscious victim by snapping his neck .  do you :  a ) run away screaming for your life , staying away from the main roa"
1,0,0.38751119069149625,"tbwp is probably the single most profitable film ever .  not surprising , considering its tiny us$100 , 000 budget , to date it has earned in excess of us$130 million .  that's a shocking 100 times profit !  rumours have it that a smart internet `marketing' ploy was so successful in gaining cult-like fanatics , by word of mouth coupled with strings of excellent reviews , the film just exploded in the box-office , raking in millions on its opening weekend .  shot in 16mm and video ( i suspect . "
1,0,0.24536444513966293,"so many students strive to get into schools such as harvard of princeton , but they just don't get the good grades .  so many students would do anything to reach their goal of getting into this schools .  legend has it that if your roommate commits suicide , the remaining roommates will get an automatic 4 . 0 .  chris ( michael vartan ) and tim ( matthew lillard ) are two guys who really want the 4 . 0 to get into harvard .  how far will they go to get their 4 . 0 ?  chris and tim are also roomm"
1,0,0.26917469784261616,"the promotion for fear and loathing in las vegas ? has made the film out to be a comedy , and for about the first hour or so it seems like it might be one .  it's 1971 , and the hippie movement has left behind quite a few wash-outs , among them journalist raoul duke ( johnny depp ) and his "" attorney "" dr . gonzo ( benito del toro ) .  these two spend most of the film in a drug-induced stupor , having strange hallucinations , trashing their hotel rooms , and either annoying or scaring almost eve"
